[12-Oct-2017 09:43:22 Asia/Tokyo] PHP Parse error:  syntax error, unexpected '<' in /home/ubuntu/workspace/kupit-user/storage/framework/views/eaf6bbd65ac9ef639187cabf6defb650 on line 19
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  20. call_user_func_array:{/home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  21. Illuminate\View\Middleware\ShareErrorsFromSession->handle() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  22. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/View/Middleware/ShareErrorsFromSession.php:49
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  23. call_user_func_array:{/home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  24. Illuminate\Foundation\Http\Middleware\VerifyCsrfToken->handle() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  25. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Foundation/Http/Middleware/VerifyCsrfToken.php:50
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  26. call_user_func:{/home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  27. Illuminate\Foundation\Http\Kernel->Illuminate\Foundation\Http\{closure}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  28. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:236
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  29. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Routing/Router.php:635
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  30. Illuminate\Routing\Router->runRouteWithinStack() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Routing/Router.php:675
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  31. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Routing/Router.php:710
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  32. call_user_func:{/home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  33. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  34. call_user_func:{/home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  35. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  36. Illuminate\Routing\Router->prepareResponse() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Routing/Router.php:709
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  37. Symfony\Component\HttpFoundation\Response->__construct() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1229
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  38. Illuminate\Http\Response->setContent() /home/ubuntu/workspace/kupit-user/vendor/symfony/http-foundation/Response.php:200
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  39. Illuminate\View\View->render() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Http/Response.php:51
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  40. Illuminate\View\View->renderContents() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/View/View.php:83
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  41. Illuminate\View\View->getContents() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/View/View.php:118
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  42. Illuminate\View\Engines\CompilerEngine->get() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/View/View.php:147
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  43. Illuminate\View\Engines\PhpEngine->evaluatePath() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/View/Engines/CompilerEngine.php:58
[12-Oct-2017 10:31:04 Asia/Tokyo] PHP  44. include() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/View/Engines/PhpEngine.php:42
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP Parse error:  syntax error, unexpected end of file in /home/ubuntu/workspace/kupit-user/storage/framework/views/eaf6bbd65ac9ef639187cabf6defb650 on line 74
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP Stack trace:
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP   1. {main}() /home/ubuntu/workspace/kupit-user/server.php:0
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP   2. require_once() /home/ubuntu/workspace/kupit-user/server.php:21
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP   3. Illuminate\Foundation\Http\Kernel->handle() /home/ubuntu/workspace/kupit-user/public/index.php:54
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP   4. Illuminate\Foundation\Http\Kernel->sendRequestThroughRouter() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:87
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP   5. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:122
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP   6. call_user_func:{/home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP   7. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP   8. call_user_func_array:{/home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP   9. Illuminate\Foundation\Http\Middleware\CheckForMaintenanceMode->handle() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  10. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Foundation/Http/Middleware/CheckForMaintenanceMode.php:44
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  11. call_user_func_array:{/home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  12. Illuminate\Cookie\Middleware\EncryptCookies->handle() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  13. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Cookie/Middleware/EncryptCookies.php:59
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  14. call_user_func_array:{/home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  15. Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse->handle() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  16. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Cookie/Middleware/AddQueuedCookiesToResponse.php:37
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  17. call_user_func_array:{/home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  18. Illuminate\Session\Middleware\StartSession->handle() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  19. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Session/Middleware/StartSession.php:62
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  20. call_user_func_array:{/home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  21. Illuminate\View\Middleware\ShareErrorsFromSession->handle() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  22. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/View/Middleware/ShareErrorsFromSession.php:49
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  23. call_user_func_array:{/home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  24. Illuminate\Foundation\Http\Middleware\VerifyCsrfToken->handle() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  25. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Foundation/Http/Middleware/VerifyCsrfToken.php:50
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  26. call_user_func:{/home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  27. Illuminate\Foundation\Http\Kernel->Illuminate\Foundation\Http\{closure}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  28. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:236
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  29. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Routing/Router.php:635
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  30. Illuminate\Routing\Router->runRouteWithinStack() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Routing/Router.php:675
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  31. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Routing/Router.php:710
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  32. call_user_func:{/home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  33. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  34. call_user_func:{/home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  35. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  36. Illuminate\Routing\Router->prepareResponse() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Routing/Router.php:709
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  37. Symfony\Component\HttpFoundation\Response->__construct() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1229
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  38. Illuminate\Http\Response->setContent() /home/ubuntu/workspace/kupit-user/vendor/symfony/http-foundation/Response.php:200
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  39. Illuminate\View\View->render() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/Http/Response.php:51
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  40. Illuminate\View\View->renderContents() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/View/View.php:83
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  41. Illuminate\View\View->getContents() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/View/View.php:118
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  42. Illuminate\View\Engines\CompilerEngine->get() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/View/View.php:147
[12-Oct-2017 11:46:01 Asia/Tokyo] PHP  43. Illuminate\View\Engines\PhpEngine->evaluatePath() /home/ubuntu/workspace/kupit-user/vendor/laravel/framework/src/Illuminate/View/Engines/CompilerEngine.php:58
